,loss,accuracy,val_loss,val_accuracy
0,2.837620973587036,0.06875000149011612,2.6620779037475586,0.07083333283662796
1,2.650139331817627,0.0848214253783226,2.5051112174987793,0.21666666865348816
2,2.468811273574829,0.16428571939468384,1.9602662324905396,0.34166666865348816
3,2.1830689907073975,0.2276785671710968,1.6068822145462036,0.4333333373069763
4,2.007824659347534,0.26696428656578064,1.5732067823410034,0.4124999940395355
5,1.7405312061309814,0.35357141494750977,1.3145736455917358,0.4166666567325592
6,1.467395544052124,0.4535714387893677,1.2379192113876343,0.4583333432674408
7,1.3638694286346436,0.5053571462631226,0.8710491061210632,0.6458333134651184
8,1.2568835020065308,0.5401785969734192,1.521643042564392,0.44583332538604736
9,1.1262019872665405,0.574999988079071,1.9689046144485474,0.48750001192092896
10,1.0551153421401978,0.6267856955528259,0.7466064095497131,0.7083333134651184
11,0.9528518915176392,0.6642857193946838,0.895351767539978,0.6416666507720947
12,0.8354284763336182,0.7026785612106323,0.8323230147361755,0.6041666865348816
13,0.7977951169013977,0.7053571343421936,0.6186797022819519,0.7541666626930237
14,0.7515627145767212,0.7258928418159485,0.6063235998153687,0.7208333611488342
15,0.6825190782546997,0.7446428537368774,0.5990439057350159,0.737500011920929
16,0.6249439120292664,0.7580357193946838,0.6177715063095093,0.7666666507720947
17,0.5478842258453369,0.8008928298950195,0.4387771785259247,0.7958333492279053
18,0.6154643297195435,0.7839285731315613,0.4304209351539612,0.824999988079071
19,0.5487297177314758,0.8017857074737549,0.6508639454841614,0.7541666626930237
20,0.5226056575775146,0.8160714507102966,0.6247388124465942,0.800000011920929
21,0.4974823594093323,0.8142856955528259,0.6257668733596802,0.7791666388511658
22,0.47466468811035156,0.8232142925262451,0.4567687213420868,0.800000011920929
23,0.42624059319496155,0.8446428775787354,0.6066767573356628,0.7666666507720947
24,0.4116934835910797,0.831250011920929,0.4495299458503723,0.8416666388511658
25,0.37911751866340637,0.8616071343421936,0.5204206705093384,0.8125
26,0.41943418979644775,0.8517857193946838,0.47259050607681274,0.8583333492279053
27,0.444328635931015,0.8241071701049805,0.6381628513336182,0.7833333611488342
28,0.3560551404953003,0.8669642806053162,0.38573870062828064,0.8500000238418579
29,0.35347867012023926,0.8696428537368774,0.25849416851997375,0.862500011920929
30,0.40811991691589355,0.8401785492897034,0.4537481963634491,0.8416666388511658
31,0.3645523488521576,0.8598214387893677,0.39700081944465637,0.8833333253860474
32,0.3154464364051819,0.8803571462631226,0.3556458652019501,0.8416666388511658
33,0.3653896749019623,0.8544642925262451,0.462027370929718,0.8125
34,0.3716796636581421,0.856249988079071,0.37081629037857056,0.8583333492279053
35,0.29864364862442017,0.8821428418159485,0.49313241243362427,0.8833333253860474
36,0.361841082572937,0.8553571701049805,0.4140670895576477,0.8333333134651184
37,0.40080103278160095,0.8455356955528259,0.4552862048149109,0.8208333253860474
38,0.34976261854171753,0.8660714030265808,0.3910951018333435,0.8166666626930237
39,0.2833053171634674,0.8946428298950195,0.42895185947418213,0.8458333611488342
40,0.2736465036869049,0.8999999761581421,0.6809931993484497,0.8083333373069763
41,0.25275659561157227,0.90625,0.40141114592552185,0.887499988079071
42,0.30136579275131226,0.9035714268684387,0.4798089861869812,0.8374999761581421
43,0.310299813747406,0.8803571462631226,0.3733375668525696,0.8583333492279053
44,0.2610049545764923,0.9035714268684387,0.46171239018440247,0.8374999761581421
45,0.26984062790870667,0.9026785492897034,0.5524957180023193,0.824999988079071
46,0.3229180872440338,0.8758928775787354,0.3205008804798126,0.8541666865348816
47,0.2767917215824127,0.8955357074737549,0.26921546459198,0.887499988079071
48,0.25712552666664124,0.9053571224212646,0.31297534704208374,0.887499988079071
49,0.24697993695735931,0.9089285731315613,0.18441666662693024,0.9208333492279053
50,0.2665325701236725,0.8982142806053162,0.4068201184272766,0.8708333373069763
51,0.28423425555229187,0.8892857432365417,0.23082783818244934,0.9041666388511658
52,0.2666613757610321,0.8964285850524902,0.22803045809268951,0.9083333611488342
53,0.2659159302711487,0.8973214030265808,0.4074445068836212,0.8208333253860474
54,0.23449650406837463,0.9125000238418579,0.3626951277256012,0.862500011920929
55,0.2473439872264862,0.9008928537368774,0.3202401399612427,0.8666666746139526
56,0.24963362514972687,0.8946428298950195,0.23435446619987488,0.8916666507720947
57,0.20597054064273834,0.9241071343421936,0.27592408657073975,0.8958333134651184
58,0.2576724588871002,0.9026785492897034,0.1824994683265686,0.8916666507720947
59,0.26447057723999023,0.8866071701049805,0.3172058165073395,0.8916666507720947
60,0.2859543263912201,0.8848214149475098,0.3556709289550781,0.8583333492279053
61,0.2222530096769333,0.9151785969734192,0.26232901215553284,0.8583333492279053
62,0.23762468993663788,0.9071428775787354,0.3182758092880249,0.8916666507720947
63,0.21078899502754211,0.9169642925262451,0.1641717255115509,0.9166666865348816
64,0.2410971224308014,0.8964285850524902,0.19686652719974518,0.8999999761581421
65,0.22022645175457,0.9125000238418579,0.26799073815345764,0.8958333134651184
66,0.2577914297580719,0.8991071581840515,0.2714151442050934,0.8833333253860474
67,0.2330935299396515,0.90625,0.2879624366760254,0.875
68,0.24385511875152588,0.9044643044471741,0.26266658306121826,0.875
69,0.24209193885326385,0.9116071462631226,0.1990252435207367,0.925000011920929
70,0.21441958844661713,0.9098214507102966,0.20627997815608978,0.9083333611488342
71,0.2082981914281845,0.9178571701049805,0.37070363759994507,0.8541666865348816
72,0.23527799546718597,0.9035714268684387,0.16538210213184357,0.9291666746139526
73,0.23327110707759857,0.9133928418159485,0.2320820689201355,0.8958333134651184
74,0.1930563747882843,0.9169642925262451,0.12266664952039719,0.9333333373069763
75,0.2581098675727844,0.8901785612106323,0.19032399356365204,0.9208333492279053
76,0.28639915585517883,0.8785714507102966,0.20945106446743011,0.8791666626930237
77,0.23210245370864868,0.9098214507102966,0.24940210580825806,0.875
78,0.20519845187664032,0.9133928418159485,0.41970762610435486,0.8708333373069763
79,0.21140524744987488,0.9133928418159485,0.30677902698516846,0.8458333611488342
80,0.18298347294330597,0.9267857074737549,0.1550537496805191,0.9041666388511658
81,0.20675402879714966,0.9241071343421936,0.3555889427661896,0.8374999761581421
82,0.19728589057922363,0.9223214387893677,0.20682553946971893,0.9041666388511658
83,0.19471798837184906,0.9196428656578064,0.18945665657520294,0.9083333611488342
84,0.1830054372549057,0.9276785850524902,0.2911641001701355,0.8916666507720947
85,0.21230295300483704,0.9196428656578064,0.34875011444091797,0.8833333253860474
86,0.19960185885429382,0.9223214387893677,0.293008029460907,0.8833333253860474
87,0.17858749628067017,0.9267857074737549,0.5968833565711975,0.8500000238418579
88,0.20725546777248383,0.9258928298950195,0.17800039052963257,0.9083333611488342
89,0.17455235123634338,0.9258928298950195,0.27974632382392883,0.9083333611488342
90,0.16016538441181183,0.9401785731315613,0.24727967381477356,0.8833333253860474
91,0.18908916413784027,0.9348214268684387,0.23122340440750122,0.9125000238418579
92,0.1892281472682953,0.925000011920929,0.39540740847587585,0.887499988079071
93,0.19888584315776825,0.9205357432365417,0.25450432300567627,0.8916666507720947
94,0.18265509605407715,0.9241071343421936,0.30921778082847595,0.8958333134651184
95,0.17284426093101501,0.9294642806053162,0.44868120551109314,0.8583333492279053
96,0.18542495369911194,0.9303571581840515,0.39778560400009155,0.8500000238418579
97,0.23180381953716278,0.9142857193946838,0.1624964028596878,0.9125000238418579
98,0.27689480781555176,0.8928571343421936,0.1519339680671692,0.9333333373069763
99,0.20368535816669464,0.9223214387893677,0.14144079387187958,0.9166666865348816
100,0.20406603813171387,0.918749988079071,0.23699766397476196,0.9208333492279053
101,0.16672736406326294,0.9294642806053162,0.32803311944007874,0.8791666626930237
102,0.16567449271678925,0.9258928298950195,0.209974005818367,0.925000011920929
103,0.20614144206047058,0.925000011920929,0.12805385887622833,0.949999988079071
104,0.17563800513744354,0.9375,0.16296972334384918,0.9375
105,0.1939370036125183,0.9232142567634583,0.3661942780017853,0.875
106,0.2016816884279251,0.9160714149475098,0.12379341572523117,0.9624999761581421
107,0.218136265873909,0.9205357432365417,0.09371180087327957,0.9708333611488342
108,0.18049120903015137,0.9258928298950195,0.12012777477502823,0.9333333373069763
109,0.2018624097108841,0.9196428656578064,0.3561209440231323,0.862500011920929
